LOCALES,,,,,,,,,,,,,,DEPARTAMENTOS,,,,,,,,,,
DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,USDM2,PESOSM2,ANTIG,EN_GALERIA,COTIZ_,TRIMESTRE_,BARRIOS_,COMUNA_,,,Direccion,PropiedadS,Dolares,Pesos,DolaresM2,PesosM2,Ambientes,Cotizacion,Trimestre,Barrio,Comunas
,,,,,,,,,,,,,,SERRANO 600,35,134006,8576384,4188,268012,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Thames al 800 0,32,80000,5120000,2500,160000,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,MURILLO 900,32,74000,4736000,2312,148000,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,MURILLO 900,32,74888,4792832,2340,149776,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,MURILLO 900,32,79490,5087360,2484,158980,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Dr L Belaustegui 500,32,85000,5440000,2656,170000,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. San Martin 1700,33,90954,5821056,2790,178560,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. Corrientes 5441 -  2ºD 100,40,110309,7059776,3348,214257,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Remedios de Escalada San Martín 900,69,95000,6080000,2879,184242,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"Estado de Israel  4272, Piso 8 C 0",36,99000,6336000,3000,192000,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"Estado de Israel 4272, Piso 7 D 0",37,103000,6592000,3121,199758,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"Estado de Israel 4272, Piso 8 D 0",37,104000,6656000,3152,201697,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"Estado de Israel 4272, Piso 9 D 0",37,105000,6720000,3182,203636,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"Estado de Israel 4272, Piso 1 D 0",39,95500,6112000,2894,185212,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Frias al 200 0,33,140000,8960000,4242,271515,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"Estado de Israel 4272, Piso 2 D 0",37,95500,6112000,2894,185212,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,AV. Estado De Israel al 4600  Piso 5 0,36,109900,7033600,3330,213139,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Tomas Liberti 400,36,70000,4480000,2121,135758,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. Angel Gallardo 300,69,85000,5440000,2576,164848,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av San Martin 1700 0,33,95000,6080000,2879,184242,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,0,99,159900,10233600,4846,310109,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,LISANDRO DE LA TORRE 1100,33,80000,5120000,2424,155152,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JULIAN ALVAREZ 800,36,103000,6592000,3121,199758,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Thames 600,35,95000,6080000,2879,184242,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Fitz Roy 20,33,75000,4800000,2273,145455,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,R. Escalada de San Martín 927  - 8°C 100,33,85000,5440000,2576,164848,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,CORRIENTES 5400,33,114268,7313152,3463,221611,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,ESCALADA 960,33,87000,5568000,2636,168727,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,L Marechal 1350,55,89900,5753600,2724,174352,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Villarroel 1100,33,74000,4736000,2242,143515,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,CORRIENTES 5400,39,119667,7658688,3626,232081,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,CORRIENTES 5400,33,110187,7051968,3339,213696,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,CORRIENTES 5400,33,108141,6921024,3277,209728,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Juan B. Justo 2350 100,33,110050,7043200,3335,213430,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av Juan B. Justo 3500,35,112000,7168000,3394,217212,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Julian Alvarez 600 0,36,108000,6912000,3273,209455,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,LAVALLEJA 500,33,95000,6080000,2879,184242,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Thames 600 0,35,124000,7936000,3758,240485,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. Juan B. Justo al 2300 0,33,107000,6848000,3242,207515,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2400,38,88000,5632000,2667,170667,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2400,38,95000,6080000,2879,184242,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,R. Escalada de San Martín 927  - 7°C 100,33,83500,5344000,2530,161939,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2400,38,94000,6016000,2848,182303,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,CORRIENTES 5400,39,119953,7676992,3635,232636,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av Scalabrini Ortiz 700,33,90000,5760000,2727,174545,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,GURRUCHAGA 1152,37,106000,6784000,3212,205576,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2200,33,71000,4544000,2152,137697,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Vera 1136,36,85000,5440000,2576,164848,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,CORRIENTES 5400,33,112228,7182592,3401,217654,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Lanzamiento 0,33,95000,6080000,2879,184242,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av Juan B Justo 2350 100,33,96200,6156800,2915,186570,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2400,38,90000,5760000,2727,174545,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2400,38,91000,5824000,2758,176485,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Franklin D Roosevelt 4800,35,105000,6720000,3182,203636,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. Corrientes 5441 -  3ºG 100,33,95000,6080000,2877,184131,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. Corrientes 5441 -  8ºG 100,33,112245,7183680,3399,217555,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Remedios Escalada De San Martín 900,33,89900,5753600,2708,173301,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,CORDOBA 4300,33,124241,7951424,3719,237995,3,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"Estado de Israel  4272, Piso 8 C 0",37,96492,6175488,2838,181632,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"PUEYRREDON HONORIO, AV. 1100 0",37,110700,7084800,3256,208376,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Antezana al 500 0,34,93100,5958400,2738,175247,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,0,34,93100,5958400,2738,175247,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"SCALABRINI ORTIZ, RAUL, AV. 1100",34,89406,5721984,2630,168294,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,SERRANO entre VERA y RAMIREZ DE VELAZCO 0,34,142472,9118208,4190,268183,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"SCALABRINI ORTIZ, RAUL, AV. 1100",34,111174,7115136,3270,209269,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Godoy Cruz 1351,36,99900,6393600,2938,188047,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JULIAN ALVAREZ 600,38,125000,8000000,3676,235294,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"SCALABRINI ORTIZ, RAUL, AV. 1100",34,91350,5846400,2687,171953,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JULIAN ALVAREZ 600,38,115000,7360000,3382,216471,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,SERRANO entre VERA y RAMIREZ DE VELAZCO 0,34,138906,8889984,4086,261470,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,av cordoba al 5400 0,34,127000,8128000,3735,239059,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. Scalabrini Ortiz 1000 0,34,89000,5696000,2618,167529,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Godoy Cruz 1351,36,89900,5753600,2644,169224,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Camargo 300,34,85000,5440000,2500,160000,3,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,J Jufre 87,38,120000,7680000,3529,225882,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Julian Alvarez al 600 0,34,124990,7999360,3676,235275,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Gral J A Lavalleja 100,37,95000,6080000,2794,178824,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,J Jufre 87,38,110000,7040000,3235,207059,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,jufre 87 6D 0,37,123000,7872000,3618,231529,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2400,39,93000,5952000,2735,175059,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Vera 1037 0,34,85000,5440000,2500,160000,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2300,38,102000,6528000,3000,192000,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2400,39,95000,6080000,2794,178824,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Avenida Corrientes 5700 0,38,105000,6720000,3088,197647,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Gurruchaga al 500 0,34,85000,5440000,2500,160000,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. Juan B. Justo 2300,39,107000,6848000,3147,201412,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. Juan B. Justo 2350 100,34,107800,6899200,3171,202918,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,J Jufre 87,38,105000,6720000,3088,197647,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Juan B Justo 2350,34,107788,6898432,3170,202895,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUFRE 87,37,115000,7360000,3382,216471,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Julián Alvarez y Castillo 0,34,103000,6592000,3029,193882,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av Dr Juan Bautista Justo 2331,34,78000,4992000,2294,146824,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Honorio Pueyrredon al 1100 0,34,102700,6572800,3021,193318,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Camargo al 300 0,34,85000,5440000,2500,160000,3,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2400,39,92000,5888000,2706,173176,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2400,39,94000,6016000,2765,176941,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Julian Alvarez al 600 0,38,125000,8000000,3676,235294,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. Juan B. Justo 2300,40,90000,5760000,2647,169412,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av Honorio Pueyrredon 2050 0,34,74000,4736000,2176,139294,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"JUSTO, JUAN B. AVDA. 2300",39,81514,5216896,2398,153438,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Castillo 1100,40,125000,8000000,3676,235294,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,CASTILLO 543,34,80000,5120000,2353,150588,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,SERRANO 600,34,142473,9118272,4190,268184,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,MURILLO 3°B 0,34,93000,5952000,2735,175059,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Juan B Justo 2350,34,90000,5760000,2647,169412,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Camargo 351.  8 piso 0,34,106000,6784000,3118,199529,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Dr L Maria Drago 300,38,109000,6976000,3206,205176,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,E. Frias 200 0,34,86000,5504000,2529,161882,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2300,38,99000,6336000,2912,186353,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Gurruchaga 800 0,34,88000,5632000,2588,165647,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av. Juan B. Justo 2300,40,95000,6080000,2794,178824,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Gurruchaga 500,34,85000,5440000,2500,160000,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Jufré 100,38,115000,7360000,3382,216471,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Jufré 100,38,123000,7872000,3618,231529,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Padilla 400 0,45,110000,7040000,3235,207059,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Lavalleja al 100 0,37,94000,6016000,2765,176941,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Juan B Justo 2350,34,96000,6144000,2824,180706,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Honorio Pueyrredon al 1100 0,34,90000,5760000,2647,169412,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"Muñecas 1060, Villa Crespo 0",37,69500,4448000,2044,130824,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2400,39,82000,5248000,2412,154353,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,LAVALLEJA 100,37,108000,6912000,3176,203294,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUFRE 87,37,112000,7168000,3294,210824,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Dr N Repetto 1506,36,66624,4263936,1956,125152,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Jufré 100,38,115000,7360000,3354,214640,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Jufré 100,38,123000,7872000,3587,229571,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Juan B Justo 2300,34,96200,6156800,2805,179499,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Juan B Justo 2300,34,107788,6898432,3142,201120,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Jufré 100,38,118000,7552000,3429,219471,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Fitz Roy 100,34,64500,4128000,1870,119652,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Muñecas 1000,34,70000,4480000,2029,129855,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Acuña De Figueroa 134,35,89000,5696000,2570,164482,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Av San Martin 1465,35,97000,6208000,2787,178391,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,SCALABRINI ORTIZ 700,51,98272,6289408,2818,180367,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,AV. Corrientes 4500 Piso 5 0,54,119900,7673600,3426,219246,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,AV. Corrientes 4500 Piso 6 0,54,120900,7737600,3454,221074,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,CUCHA CUCHA 1500 0,41,85000,5440000,2429,155429,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Humboldt 1100,55,81000,5184000,2314,148114,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,PRINGLES 1200,35,99200,6348800,2834,181394,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"SCALABRINI ORTIZ, RAUL, AV. 1100",35,105056,6723584,3002,192102,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"SCALABRINI ORTIZ, RAUL, AV. 1100",35,104813,6708032,2995,191658,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2300,40,106001,6784064,3029,193830,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"SCALABRINI ORTIZ, RAUL, AV. 1100",35,93268,5969152,2665,170547,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"SCALABRINI ORTIZ, RAUL, AV. 1100",35,132108,8454912,3774,241569,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,PRINGLES 1200,35,95200,6092800,2720,174080,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,JUSTO JUAN B 2300,40,106500,6816000,3043,194743,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,MALABIA 1000,39,97000,6208000,2771,177371,2,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,J Ramirez De Velasco 1070,40,89900,5753600,2569,164389,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,"SCALABRINI ORTIZ, RAUL, AV. 1100",35,139314,8916096,3980,254746,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Leopoldo Marechal 1374,35,94000,6016000,2686,171886,1,64,SEGUNDO,VILLA CRESPO,15
,,,,,,,,,,,,,,Emilio Lamarca 2100,31,70164,4490496,2263,144855,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,MELINCUE 3583,31,79500,5088000,2564,164129,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Pasaje El Quijote 2500,37,99000,6336000,3194,204387,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,SAN NICOLAS 0,31,71990,4607360,2322,148625,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Emilio la marca al 2200 0,31,69000,4416000,2226,142452,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,juan agustin garcia 2934 0,33,75000,4800000,2419,154839,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Cuenca 2300,37,86000,5504000,2688,172000,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Melincue 3100 0,32,68800,4403200,2150,137600,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,"ALVAREZ JONTE, AV. al 2700 0",32,115000,7360000,3594,230000,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,PJE. GENOVA 3340,32,70000,4480000,2188,140000,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Emilio Lamarca 2100,32,58912,3770368,1841,117824,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Emilio Lamarca 2100,34,58912,3770368,1841,117824,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,melincue 3200,37,95000,6080000,2969,190000,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Bufano 2300,38,95000,6080000,2969,190000,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Nogoya 2441,33,100462,6429568,3044,194835,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Nogoya 2441,33,102476,6558464,3105,198741,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Nogoya 2441,33,104720,6702080,3173,203093,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Nogoya 2441,33,109956,7037184,3332,213248,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Zamudio 3000,36,84130,5384320,2549,163161,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Zamudio 3000,36,80550,5155200,2441,156218,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Nazarre al 3000 0,48,105000,6720000,3182,203636,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Baigorria 2300,36,91300,5843200,2767,177067,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,CUENCA 3400 0,33,120000,7680000,3636,232727,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Lascano 3560,37,100000,6400000,3030,193939,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Zamudio 3000,36,85920,5498880,2604,166633,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Zamudio 3000,36,82340,5269760,2495,159690,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Cuenca 3400,48,120000,7680000,3636,232727,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Nogoya 3500 0,33,75000,4800000,2273,145455,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Baigorria 2300,36,89500,5728000,2712,173576,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Emilio Lamarca 2100,33,61504,3936256,1864,119280,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,CUENCA 3443 0,33,77000,4928000,2333,149333,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Fortin Melincue 3200,38,75000,4800000,2250,144014,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Nogoya 2441,34,121476,7774464,3573,228661,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Nogoya 2441,34,118720,7598080,3492,223473,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Argerich al 2400 e/Lascano y Adolfo Carranza 0,34,80000,5120000,2353,150588,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Nazarre 3000,50,122000,7808000,3588,229647,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Emilio Lamarca 2100,40,62928,4027392,1851,118453,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Pedro Lozano 3200 0,36,89000,5696000,2618,167529,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Nogoya 3500 0,38,118000,7552000,3471,222118,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Emilio Lamarca 2100,34,62928,4027392,1851,118453,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Llavallol 2600,38,100000,6400000,2941,188235,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,AV. NAZCA 2552,42,120000,7680000,3529,225882,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,CAMPANA 2300,38,64000,4096000,1882,120471,2,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,San Nicolas 2000 0,39,83000,5312000,2371,151771,1,64,SEGUNDO,VILLA DEL PARQUE,11
,,,,,,,,,,,,,,Av. San Martin 4000,36,77500,4960000,2153,137778,1,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,Av. San Martín al 4000 0,36,79000,5056000,2194,140444,1,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,Av San Martin 4606,44,105864,6775296,2861,183116,2,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,Av San Martin 4606,44,116891,7481024,3159,202190,2,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,San Martin Av. 4600,37,89984,5758976,2432,155648,1,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,San Martin Av. 4600,37,91297,5843008,2468,157919,1,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,San Martin Av. 4600,37,102865,6583360,2780,177929,1,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,Av San Martin 4606,44,107407,6874048,2890,184985,2,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,AV SAN MARTIN 4970,44,80000,5120000,2105,134737,2,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,Av. San Martin 0,40,90000,5760000,2250,144000,2,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,AV SAN MARTIN 4900,49,130000,8320000,3250,208000,2,64,SEGUNDO,AGRONOMIA,15
,,,,,,,,,,,,,,Marcos Paz 2800 0,38,85000,5440000,2742,175484,1,64,SEGUNDO,VILLA DEVOTO SUR,11
,,,,,,,,,,,,,,Sanabria 3100 0,33,78000,4992000,2516,161032,1,64,SEGUNDO,VILLA DEVOTO SUR,11
